Pipe Number,Date,Time,R1,R2,R3,R4,R5
P2,2026-05-13,13:05:29,39.25,40.78,42.33,35.6,36.31
P3,2026-05-13,13:05:29,38.69,35.28,41.92,42.28,44.96
P1,2026-05-13,13:06:01,44.57,41.4,41.49,42.96,41.88
P2,2026-05-13,13:06:01,37.5,44.18,36.62,43.86,38.02
P3,2026-05-13,13:06:01,37.28,36.9,39.75,43.12,38.48
P1,2026-05-13,13:06:34,43.72,42.56,37.27,40.16,40.6
P2,2026-05-13,13:06:34,44.94,35.39,43.9,43.85,42.86
P3,2026-05-13,13:06:34,41.06,35.74,36.41,43.1,42.68
P1,2026-05-13,13:07:06,36.9,35.32,37.14,40.21,39.68
P2,2026-05-13,13:07:06,35.5,38.29,40.23,42.98,38.57
P3,2026-05-13,13:07:06,44.04,41.4,35.71,41.77,43.07
P1,2026-05-13,13:07:38,43.88,36.83,41.48,44.18,39.07
P2,2026-05-13,13:07:38,36.45,42.92,38.76,38.59,40.27
P3,2026-05-13,13:07:38,44.67,39.98,42.5,37.59,39.35
P1,2026-05-13,13:08:10,35.4,38.7,40.09,42.2,40.31
P2,2026-05-13,13:08:10,43.69,40.27,43.01,38.05,37.02
P3,2026-05-13,13:08:10,41.66,37.43,43.23,42.93,43.04
P1,2026-05-13,13:08:42,40.99,39.98,38.97,38.22,39.7
P2,2026-05-13,13:08:42,42.13,39.21,40.7,40.53,44.48
P3,2026-05-13,13:08:42,40.92,35.11,42.34,40.07,44.62
P1,2026-05-13,13:09:14,35.08,42.24,41.75,40.07,38.13
P2,2026-05-13,13:09:14,41.17,40.32,43.61,37.42,43.38
P3,2026-05-13,13:09:14,38.25,35.21,38.38,35.19,41.87
P1,2026-05-13,13:09:46,41.69,39.68,40.5,39.66,38.61
P2,2026-05-13,13:09:46,43.78,36.69,36.0,38.6,37.37
P3,2026-05-13,13:09:46,38.46,38.06,41.18,40.88,36.02
P1,2026-05-13,13:10:18,41.32,35.33,41.46,44.66,39.22
P2,2026-05-13,13:10:18,43.32,41.42,40.0,40.2,35.85
P3,2026-05-13,13:10:18,37.54,39.5,36.91,41.98,36.86
P1,2026-05-13,13:10:51,41.08,41.85,38.88,42.08,41.25
P2,2026-05-13,13:10:51,39.49,38.44,36.1,41.25,43.53
P3,2026-05-13,13:10:51,42.22,40.91,44.94,38.76,36.96
P1,2026-05-13,13:11:23,37.66,37.3,42.67,43.98,38.85
P2,2026-05-13,13:11:23,39.48,44.74,39.06,40.09,38.16
P3,2026-05-13,13:11:23,38.1,39.5,40.57,38.47,36.73
P1,2026-05-13,13:11:55,44.12,44.98,44.51,39.19,39.85
P2,2026-05-13,13:11:55,44.7,44.58,39.28,41.56,35.43
P3,2026-05-13,13:11:55,39.22,43.53,41.33,43.62,44.77
P1,2026-05-13,13:12:27,38.89,41.04,36.7,36.47,44.46
P2,2026-05-13,13:12:27,38.64,39.22,35.27,43.34,42.84
P3,2026-05-13,13:12:27,39.04,40.29,43.49,43.13,44.67
P1,2026-05-13,13:12:59,40.54,43.22,37.37,43.14,37.02
P2,2026-05-13,13:12:59,42.47,38.81,40.94,37.23,36.88
P3,2026-05-13,13:12:59,35.2,40.64,38.02,39.56,39.9
P1,2026-05-13,13:13:31,37.92,40.16,39.88,40.74,40.42
P2,2026-05-13,13:13:31,41.69,38.57,37.68,44.99,36.71
P3,2026-05-13,13:13:31,42.19,41.88,42.66,43.57,40.64
P1,2026-05-13,13:14:03,40.27,36.54,44.8,42.4,42.96
P2,2026-05-13,13:14:03,36.05,35.22,35.23,38.59,35.52
P3,2026-05-13,13:14:03,37.24,42.77,35.47,44.06,36.21
P1,2026-05-13,13:14:35,37.79,42.61,39.66,42.64,40.68
P2,2026-05-13,13:14:35,44.58,42.53,36.36,41.55,35.65
P3,2026-05-13,13:14:35,40.07,40.88,37.38,37.03,36.68
P1,2026-05-13,13:15:07,35.44,41.41,43.5,39.82,42.66
P2,2026-05-13,13:15:07,37.02,44.37,42.41,39.07,43.41
P3,2026-05-13,13:15:07,37.02,44.75,38.44,36.38,43.27
P1,2026-05-13,13:15:40,39.05,36.49,39.91,43.14,42.05
P2,2026-05-13,13:15:40,40.25,44.69,39.18,44.19,44.69
P3,2026-05-13,13:15:40,38.44,39.61,41.49,39.81,43.82
P1,2026-05-13,13:16:12,38.93,38.88,43.06,39.25,43.73
P2,2026-05-13,13:16:12,38.56,41.02,42.87,43.9,35.22
P3,2026-05-13,13:16:12,43.64,38.8,42.23,40.89,44.21
P1,2026-05-13,13:16:44,44.73,39.08,41.42,40.12,41.77
P2,2026-05-13,13:16:44,38.01,41.5,41.06,43.84,40.38
P3,2026-05-13,13:16:44,42.35,37.6,39.15,42.18,43.54
P1,2026-05-13,13:17:16,43.18,37.08,39.56,38.53,44.86
P2,2026-05-13,13:17:16,43.1,37.12,38.88,39.49,35.23
P3,2026-05-13,13:17:16,38.25,44.22,40.61,40.0,43.7
P1,2026-05-13,13:17:48,39.45,40.65,37.88,43.7,42.36
P2,2026-05-13,13:17:48,44.74,40.06,35.09,41.65,40.74
P3,2026-05-13,13:17:48,39.19,43.19,41.53,43.87,40.24
P1,2026-05-13,13:18:20,36.13,36.29,41.41,38.2,36.54
P2,2026-05-13,13:18:20,36.46,39.94,44.78,40.38,36.65
P3,2026-05-13,13:18:20,35.34,40.13,39.09,41.67,40.12
P1,2026-05-13,13:18:52,43.91,35.2,38.22,35.07,40.42
P2,2026-05-13,13:18:52,35.03,39.1,40.22,38.32,39.29
P3,2026-05-13,13:18:52,43.62,39.88,42.41,36.76,36.91
P1,2026-05-13,13:19:24,36.68,42.15,43.22,43.11,35.77
P2,2026-05-13,13:19:24,36.23,41.75,44.49,44.64,36.64
P3,2026-05-13,13:19:24,40.19,37.66,38.6,43.08,36.36
P1,2026-05-13,13:19:56,36.46,35.47,41.04,41.57,44.06
P2,2026-05-13,13:19:56,36.16,42.95,42.2,36.14,41.92
P3,2026-05-13,13:19:56,43.59,39.35,44.0,39.53,43.51
P1,2026-05-13,13:20:28,44.76,43.86,38.09,35.51,36.34
P2,2026-05-13,13:20:28,36.51,39.01,42.71,42.08,37.76
P3,2026-05-13,13:20:28,44.1,43.87,42.95,42.35,36.21
P1,2026-05-13,13:21:01,41.35,42.51,37.19,43.23,41.48
P2,2026-05-13,13:21:01,40.61,35.13,40.41,42.85,41.35
P3,2026-05-13,13:21:01,40.28,37.48,37.3,42.46,36.4
P1,2026-05-13,13:21:33,44.65,35.38,39.67,39.58,36.73
P2,2026-05-13,13:21:33,42.01,42.18,43.36,37.06,39.66
P3,2026-05-13,13:21:33,37.01,45.0,40.51,36.26,37.58
P1,2026-05-13,13:22:05,36.96,35.98,37.13,44.36,40.26
P2,2026-05-13,13:22:05,42.74,38.77,43.0,37.32,38.6
P3,2026-05-13,13:22:05,44.23,41.44,36.67,39.57,36.18
P1,2026-05-13,13:22:37,37.11,41.26,40.55,42.26,39.56
P2,2026-05-13,13:22:37,42.41,37.22,41.68,43.82,38.29
P3,2026-05-13,13:22:37,42.24,40.64,36.27,37.46,44.71
P1,2026-05-13,13:23:09,39.44,37.92,38.06,40.69,41.79
P2,2026-05-13,13:23:09,38.67,40.71,42.81,44.62,43.23
P3,2026-05-13,13:23:09,36.51,40.62,35.5,39.8,44.73
P1,2026-05-13,13:23:41,41.53,43.17,37.07,40.46,37.3
P2,2026-05-13,13:23:41,44.45,44.55,40.36,42.32,42.02
P3,2026-05-13,13:23:41,43.68,41.6,43.85,38.97,43.96
P1,2026-05-13,13:24:13,40.74,38.04,37.54,39.53,41.43
P2,2026-05-13,13:24:13,38.84,42.43,38.48,36.48,35.9
P3,2026-05-13,13:24:13,39.72,38.84,39.61,38.33,39.24
P1,2026-05-13,13:24:46,41.4,43.1,37.96,44.34,36.69
P2,2026-05-13,13:24:46,44.05,38.64,42.08,35.94,37.13
P3,2026-05-13,13:24:46,38.91,42.77,40.04,37.65,43.47
P1,2026-05-13,13:25:18,42.58,35.41,42.33,38.8,41.94
P2,2026-05-13,13:25:18,39.28,36.6,42.53,38.02,41.18
P3,2026-05-13,13:25:18,44.77,35.48,36.5,43.97,42.51
P1,2026-05-13,13:25:50,40.01,44.28,40.81,42.61,44.92
P2,2026-05-13,13:25:50,37.82,35.72,36.39,44.18,37.36
P3,2026-05-13,13:25:50,37.06,38.29,44.84,38.91,43.66
P1,2026-05-13,13:26:22,37.51,42.39,42.62,38.13,40.63
P2,2026-05-13,13:26:22,44.02,38.64,41.0,40.75,39.3
P3,2026-05-13,13:26:22,44.35,39.5,43.74,39.49,44.36
P1,2026-05-13,13:26:54,41.19,36.28,43.69,41.27,43.36
P2,2026-05-13,13:26:54,40.99,35.91,38.45,42.9,42.49
P3,2026-05-13,13:26:54,44.97,37.9,35.66,37.81,44.73
P1,2026-05-13,13:27:26,43.19,39.15,36.27,38.64,39.8
P2,2026-05-13,13:27:26,36.46,37.82,40.85,44.65,35.92
P3,2026-05-13,13:27:26,42.07,36.48,40.39,40.06,38.0
P1,2026-05-13,13:58:43,37.3,39.77,40.97,36.75,38.67
P2,2026-05-13,13:58:43,43.48,36.65,36.3,40.33,41.69
P3,2026-05-13,13:58:43,38.89,41.77,44.21,35.17,36.51
P1,2026-05-13,13:59:16,38.6,37.41,44.11,41.16,41.62
P2,2026-05-13,13:59:16,44.97,35.22,40.98,35.74,44.29
P3,2026-05-13,13:59:16,42.74,36.7,39.04,43.25,39.79
P1,2026-05-13,13:59:48,38.11,43.51,42.61,36.58,40.72
P2,2026-05-13,13:59:48,40.56,43.67,36.68,40.01,41.15
P3,2026-05-13,13:59:48,44.37,37.18,42.33,43.61,35.23
P1,2026-05-13,14:00:20,39.15,38.92,35.81,41.54,36.19
P2,2026-05-13,14:00:20,44.12,38.86,41.92,43.06,43.54
P3,2026-05-13,14:00:20,43.45,40.49,37.79,42.38,45.0
P1,2026-05-13,14:00:52,40.91,40.18,38.09,42.83,43.56
P2,2026-05-13,14:00:52,38.5,42.19,40.94,44.42,42.15
P3,2026-05-13,14:00:52,44.74,39.63,41.38,42.74,44.05
P1,2026-05-13,14:01:24,40.51,42.02,39.27,40.09,42.53
P2,2026-05-13,14:01:24,35.72,38.39,40.31,38.35,40.5
P3,2026-05-13,14:01:24,44.99,44.93,44.69,44.31,38.1
P1,2026-05-13,14:01:57,35.18,37.38,43.98,44.61,44.85
P2,2026-05-13,14:01:57,39.38,44.5,38.36,36.34,38.17
P3,2026-05-13,14:01:57,43.49,42.67,35.35,36.83,42.53
P1,2026-05-13,14:02:29,41.72,44.05,44.77,36.03,41.27
P2,2026-05-13,14:02:29,35.38,40.51,38.52,36.44,41.4
P3,2026-05-13,14:02:29,44.4,37.72,37.87,40.57,42.35
P1,2026-05-13,14:03:01,39.13,36.6,36.25,38.29,41.26
P2,2026-05-13,14:03:01,43.09,44.02,39.35,36.73,40.34
P3,2026-05-13,14:03:01,35.29,37.99,38.86,42.74,42.47
P1,2026-05-13,14:03:33,42.18,35.91,40.33,44.5,38.68
P2,2026-05-13,14:03:33,37.78,36.65,40.08,41.05,37.27
P3,2026-05-13,14:03:33,40.37,36.5,43.72,38.18,37.09
P1,2026-05-13,14:04:05,36.4,39.98,42.57,40.02,42.53
P2,2026-05-13,14:04:05,39.49,42.36,44.26,39.56,40.79
P3,2026-05-13,14:04:05,40.85,43.41,44.76,42.17,36.33
P1,2026-05-13,14:04:38,37.68,42.21,37.56,39.32,38.78
P2,2026-05-13,14:04:38,41.64,37.94,37.1,37.82,39.12
P3,2026-05-13,14:04:38,44.45,38.4,40.94,41.67,35.15
P1,2026-05-13,14:05:10,41.49,43.12,44.21,36.47,40.9
P2,2026-05-13,14:05:10,41.86,44.41,43.0,37.01,41.22
P3,2026-05-13,14:05:10,38.82,42.95,36.92,42.23,40.0
P1,2026-05-13,14:05:42,35.31,39.16,44.09,36.37,38.43
P2,2026-05-13,14:05:42,38.24,40.32,43.08,43.65,37.32
P3,2026-05-13,14:05:42,37.85,38.07,35.85,41.56,40.11
P1,2026-05-13,14:06:14,38.91,35.16,35.59,40.27,40.2
P2,2026-05-13,14:06:14,43.25,42.57,41.11,41.01,36.88
P3,2026-05-13,14:06:14,43.81,43.69,44.26,35.57,42.26
P1,2026-05-13,14:06:46,36.97,39.38,36.82,35.33,38.58
P2,2026-05-13,14:06:46,43.22,39.07,39.14,40.82,40.06
P3,2026-05-13,14:06:46,44.85,37.43,39.55,35.97,39.15
P1,2026-05-13,14:07:18,38.78,43.59,35.25,42.91,44.82
P2,2026-05-13,14:07:18,42.29,42.6,36.87,35.82,39.5
P3,2026-05-13,14:07:18,36.36,35.15,39.88,44.42,41.56
P1,2026-05-13,14:07:50,38.62,41.5,41.6,44.25,37.44
P2,2026-05-13,14:07:50,39.86,35.1,37.37,44.68,42.06
P3,2026-05-13,14:07:50,36.91,35.11,44.43,35.42,40.54
P1,2026-05-13,14:08:22,42.77,44.65,37.25,43.96,42.41
P2,2026-05-13,14:08:22,43.73,38.19,43.46,41.83,39.48
P3,2026-05-13,14:08:22,44.53,35.51,42.49,40.06,37.26
P1,2026-05-13,14:08:55,35.65,41.31,35.87,38.85,39.0
P2,2026-05-13,14:08:55,40.67,41.26,35.01,43.42,37.31
P3,2026-05-13,14:08:55,40.62,44.1,37.51,42.69,43.19
P1,2026-05-13,14:09:27,42.39,35.17,36.93,43.3,36.76
P2,2026-05-13,14:09:27,39.74,42.4,41.6,42.99,37.96
P3,2026-05-13,14:09:27,43.44,39.91,39.69,43.9,44.66
P1,2026-05-13,14:09:59,40.34,44.24,40.71,41.99,42.69
P2,2026-05-13,14:09:59,35.96,43.52,36.47,37.4,35.13
P3,2026-05-13,14:09:59,43.92,38.74,36.7,35.23,35.4
P1,2026-05-13,14:10:31,37.69,43.01,39.14,42.74,39.04
P2,2026-05-13,14:10:31,38.72,38.21,44.57,35.67,43.71
P3,2026-05-13,14:10:31,39.21,39.31,43.8,38.64,35.57
P1,2026-05-13,14:11:03,41.93,39.33,42.25,37.98,43.64
P2,2026-05-13,14:11:03,43.11,41.71,43.86,44.22,38.05
P3,2026-05-13,14:11:03,42.37,41.17,36.32,43.76,40.8
P1,2026-05-13,14:11:35,40.95,37.23,41.17,44.58,40.94
P2,2026-05-13,14:11:35,37.83,40.23,38.55,35.1,43.04
P3,2026-05-13,14:11:35,41.21,36.42,39.83,44.47,39.83
P1,2026-05-13,14:12:07,40.62,37.26,36.76,36.79,43.53
P2,2026-05-13,14:12:07,39.47,42.59,42.67,35.34,44.68
P3,2026-05-13,14:12:07,35.27,37.09,37.79,35.24,42.11
P1,2026-05-13,14:12:39,35.26,41.72,36.85,44.75,36.21
P2,2026-05-13,14:12:39,43.36,42.83,37.23,35.35,37.35
P3,2026-05-13,14:12:39,37.01,43.26,35.51,42.79,39.81
P1,2026-05-13,14:13:12,39.41,40.6,39.14,41.83,38.97
P2,2026-05-13,14:13:12,42.6,43.21,37.92,42.54,38.57
P3,2026-05-13,14:13:12,42.78,40.74,36.92,38.6,42.45
P1,2026-05-13,14:13:44,39.01,43.66,35.25,38.41,41.26
P2,2026-05-13,14:13:44,41.77,40.22,37.14,41.62,39.31
P3,2026-05-13,14:13:44,41.85,42.05,35.03,39.72,36.97
P1,2026-05-13,14:14:16,41.75,38.65,44.09,37.16,36.95
P2,2026-05-13,14:14:16,42.02,39.12,42.07,35.62,38.43
P3,2026-05-13,14:14:16,42.09,44.3,36.04,37.74,44.52
P1,2026-05-13,14:14:48,35.24,36.35,36.78,43.93,37.53
P2,2026-05-13,14:14:48,39.18,41.53,37.28,40.53,38.77
P3,2026-05-13,14:14:48,38.01,44.62,39.41,37.16,39.87
P1,2026-05-13,14:15:20,44.1,43.61,44.12,39.78,41.04
P2,2026-05-13,14:15:20,35.85,44.57,37.51,35.1,36.58
P3,2026-05-13,14:15:20,43.44,42.57,36.98,35.5,37.2
P1,2026-05-13,14:15:52,40.34,38.61,43.0,36.02,41.53
P2,2026-05-13,14:15:52,41.65,42.44,42.4,40.04,40.15
P3,2026-05-13,14:15:52,43.7,37.78,36.4,40.25,42.9
P1,2026-05-13,14:16:24,40.21,41.89,35.28,35.07,36.57
P2,2026-05-13,14:16:24,36.49,37.17,44.63,39.55,36.01
P3,2026-05-13,14:16:24,43.77,43.9,44.91,36.85,37.16
P1,2026-05-13,14:16:56,36.84,41.08,43.45,40.42,40.21
P2,2026-05-13,14:16:56,42.63,40.11,43.72,41.27,37.81
P3,2026-05-13,14:16:56,38.56,41.77,35.59,37.29,40.12
P1,2026-05-13,14:17:28,37.5,40.67,44.84,36.42,35.77
P2,2026-05-13,14:17:28,36.71,44.72,39.33,36.14,38.39
P3,2026-05-13,14:17:28,35.39,39.89,37.92,41.86,41.71
P1,2026-05-13,14:18:00,44.65,38.76,38.15,44.83,44.85
P2,2026-05-13,14:18:00,36.05,41.0,43.15,39.69,36.27
P3,2026-05-13,14:18:00,40.21,39.1,38.24,41.6,38.4
P1,2026-05-13,14:18:33,42.79,42.46,37.85,37.9,42.38
P2,2026-05-13,14:18:33,40.36,43.0,35.33,41.54,42.62
P3,2026-05-13,14:18:33,43.48,35.35,38.48,38.32,44.72
P1,2026-05-13,14:19:05,43.58,40.82,39.2,38.47,44.9
P2,2026-05-13,14:19:05,35.83,35.35,41.09,44.28,44.16
P3,2026-05-13,14:19:05,41.08,35.11,42.75,38.49,41.4
P1,2026-05-13,14:19:37,42.8,42.59,40.67,36.6,43.86
P2,2026-05-13,14:19:37,40.14,38.76,40.25,40.68,42.78
P3,2026-05-13,14:19:37,40.84,41.25,36.51,41.79,39.79
P1,2026-05-13,14:20:09,39.48,37.2,35.04,43.78,38.7
P2,2026-05-13,14:20:09,43.99,39.38,41.86,44.56,40.01
P3,2026-05-13,14:20:09,40.32,40.35,42.76,36.02,42.25
P1,2026-05-13,14:20:41,43.22,36.39,41.22,38.81,43.55
P2,2026-05-13,14:20:41,39.95,37.93,36.06,36.75,38.29
P3,2026-05-13,14:20:41,42.57,39.07,36.82,39.05,39.36
P1,2026-05-13,14:21:13,36.4,43.35,35.04,37.2,39.58
P2,2026-05-13,14:21:13,44.04,40.49,39.71,41.51,40.06
P3,2026-05-13,14:21:13,35.19,42.42,39.07,44.66,42.36
P1,2026-05-13,14:21:45,42.97,43.85,38.36,35.97,43.2
P2,2026-05-13,14:21:45,41.88,36.67,38.7,40.21,43.95
P3,2026-05-13,14:21:45,39.07,39.04,40.83,38.99,41.92
P1,2026-05-13,14:22:18,36.93,38.6,42.74,37.1,43.58
P2,2026-05-13,14:22:18,40.22,39.18,43.53,41.78,39.9
P3,2026-05-13,14:22:18,37.84,44.1,40.01,37.75,43.0
P1,2026-05-13,14:22:50,40.0,37.46,36.08,39.84,41.94
P2,2026-05-13,14:22:50,39.0,43.84,43.02,39.13,38.54
P3,2026-05-13,14:22:50,41.58,42.42,37.75,44.13,44.94
P1,2026-05-13,14:23:22,35.23,41.23,39.41,40.46,43.07
P2,2026-05-13,14:23:22,36.25,37.89,44.2,38.24,35.31
P3,2026-05-13,14:23:22,40.09,38.53,39.62,36.27,39.52
P1,2026-05-13,14:23:54,35.49,42.9,42.84,36.7,36.69
P2,2026-05-13,14:23:54,44.8,36.72,39.76,44.67,40.42
P3,2026-05-13,14:23:54,39.95,40.4,41.98,41.45,40.54
P1,2026-05-13,14:24:26,44.39,38.46,35.47,43.03,44.1
P2,2026-05-13,14:24:26,42.2,35.21,35.49,41.5,38.94
P3,2026-05-13,14:24:26,36.13,44.55,40.65,36.85,39.99
P1,2026-05-13,14:24:58,39.94,38.23,43.04,42.08,37.07
P2,2026-05-13,14:24:58,43.47,36.07,41.18,37.15,40.88
P3,2026-05-13,14:24:58,44.92,40.32,43.1,40.3,35.83
P1,2026-05-13,14:25:30,43.54,39.81,42.28,43.96,36.51
P2,2026-05-13,14:25:30,41.48,42.05,37.28,37.16,41.2
P3,2026-05-13,14:25:30,36.63,40.93,36.8,40.09,44.29
P1,2026-05-13,14:26:02,40.5,42.49,41.48,40.04,42.7
P2,2026-05-13,14:26:02,41.3,35.65,39.92,38.3,38.26
P3,2026-05-13,14:26:02,38.2,39.52,40.91,42.68,37.57
P1,2026-05-13,14:26:34,41.23,38.52,35.26,42.21,37.69
P2,2026-05-13,14:26:34,43.27,43.21,38.86,38.11,43.8
P3,2026-05-13,14:26:34,39.53,36.16,40.63,42.79,39.4
P1,2026-05-13,14:27:07,40.09,44.51,43.94,39.28,37.1
P2,2026-05-13,14:27:07,36.11,38.75,42.61,41.37,38.51
P3,2026-05-13,14:27:07,39.9,35.15,43.23,43.04,38.33
P1,2026-05-13,14:27:39,40.84,44.82,40.59,36.55,36.78
P2,2026-05-13,14:27:39,37.89,42.97,43.74,35.16,41.32
P3,2026-05-13,14:27:39,38.78,35.1,37.27,36.04,40.34
P1,2026-05-13,14:28:11,36.08,36.39,40.72,37.28,38.23
P2,2026-05-13,14:28:11,38.96,41.05,39.64,44.9,42.29
P3,2026-05-13,14:28:11,35.87,39.88,36.68,43.8,42.77
P1,2026-05-13,14:28:43,35.21,44.46,36.01,38.29,39.72
P2,2026-05-13,14:28:43,41.78,39.38,41.39,44.69,36.77
P3,2026-05-13,14:28:43,43.22,36.86,41.69,41.02,40.75
P1,2026-05-13,14:29:15,35.13,39.34,42.83,44.55,42.49
P2,2026-05-13,14:29:15,43.31,43.73,37.04,36.45,41.89
P3,2026-05-13,14:29:15,44.08,37.78,39.49,42.69,36.43
P1,2026-05-13,14:29:47,38.05,43.4,37.03,43.21,41.88
P2,2026-05-13,14:29:47,43.84,43.58,41.54,36.89,40.37
P3,2026-05-13,14:29:47,42.47,36.74,44.78,37.11,40.9
P1,2026-05-13,14:30:20,43.42,44.14,36.14,41.93,37.85
P2,2026-05-13,14:30:20,35.37,41.49,38.31,36.48,37.07
P3,2026-05-13,14:30:20,37.54,38.1,38.86,42.08,43.7
P1,2026-05-13,14:30:52,38.57,40.15,41.08,38.94,44.65
P2,2026-05-13,14:30:52,36.93,37.3,35.71,39.48,40.72
P3,2026-05-13,14:30:52,36.45,35.3,42.6,39.47,38.59
P1,2026-05-13,14:31:24,35.23,37.97,41.42,43.76,40.33
P2,2026-05-13,14:31:24,37.42,37.43,35.62,39.93,42.42
P3,2026-05-13,14:31:24,38.56,39.41,42.95,43.06,41.06
P1,2026-05-13,14:31:56,44.25,40.41,35.3,37.34,40.95
P2,2026-05-13,14:31:56,40.75,36.43,37.67,44.71,43.13
P3,2026-05-13,14:31:56,39.15,38.32,41.34,39.09,40.59
P1,2026-05-13,14:32:29,42.61,41.36,38.24,42.43,37.72
P2,2026-05-13,14:32:29,37.71,37.4,39.08,35.7,39.15
P3,2026-05-13,14:32:29,40.62,40.03,39.76,42.45,35.9
P1,2026-05-13,14:33:01,44.05,44.45,35.97,38.81,44.29
P2,2026-05-13,14:33:01,36.3,42.55,35.47,40.19,43.91
P3,2026-05-13,14:33:01,39.04,38.86,38.54,37.46,44.76
P1,2026-05-13,14:33:33,43.12,36.92,39.04,40.47,35.23
P2,2026-05-13,14:33:33,42.88,41.65,38.81,43.78,38.18
P3,2026-05-13,14:33:33,38.0,38.09,43.24,40.33,39.02
P1,2026-05-13,14:34:06,43.49,37.58,43.58,35.29,39.78
P2,2026-05-13,14:34:06,42.18,37.34,37.53,41.46,38.03
P3,2026-05-13,14:34:06,38.88,39.65,42.16,37.34,38.97
P1,2026-05-13,14:34:38,37.81,38.06,41.85,37.92,39.84
P2,2026-05-13,14:34:38,40.57,41.27,43.07,35.1,42.28
P3,2026-05-13,14:34:38,40.86,38.63,36.09,40.52,35.7
P1,2026-05-13,14:35:10,35.66,44.33,40.14,38.63,39.02
P2,2026-05-13,14:35:10,37.55,39.91,36.23,42.93,43.7
P3,2026-05-13,14:35:10,42.47,40.54,44.16,39.47,37.47
P1,2026-05-13,14:35:43,35.75,39.54,35.91,44.42,43.32
P2,2026-05-13,14:35:43,40.77,44.71,41.24,37.57,40.17
P3,2026-05-13,14:35:43,41.38,35.99,40.81,40.88,36.26
P1,2026-05-13,14:36:15,41.24,39.41,35.56,42.14,41.06
P2,2026-05-13,14:36:15,38.81,37.28,44.02,39.85,35.93
P3,2026-05-13,14:36:15,37.67,38.14,41.66,37.6,36.89
P1,2026-05-13,14:36:47,36.57,41.04,42.88,41.49,44.3
P2,2026-05-13,14:36:47,36.74,43.35,43.72,35.45,42.65
P3,2026-05-13,14:36:47,44.73,36.61,39.73,40.74,38.18
P1,2026-05-13,14:37:19,35.3,36.72,42.75,40.91,41.74
P2,2026-05-13,14:37:19,38.43,35.07,44.72,42.64,43.81
P3,2026-05-13,14:37:19,37.74,38.92,39.46,41.75,37.84
P1,2026-05-13,14:37:52,43.33,36.69,36.02,40.11,44.06
P2,2026-05-13,14:37:52,42.26,44.0,39.16,35.39,39.59
P3,2026-05-13,14:37:52,42.95,43.82,41.14,40.95,41.39
P1,2026-05-13,14:38:24,39.8,38.36,43.4,39.33,36.16
P2,2026-05-13,14:38:24,43.54,40.54,38.38,44.07,39.1
P3,2026-05-13,14:38:24,43.28,38.72,35.74,44.03,37.12
P1,2026-05-13,14:38:56,36.89,38.59,35.14,35.19,41.53
P2,2026-05-13,14:38:56,39.26,43.38,42.49,38.59,42.06
P3,2026-05-13,14:38:56,42.06,41.04,43.37,40.69,43.3
P1,2026-05-13,14:39:28,40.88,42.95,39.69,37.58,37.53
P2,2026-05-13,14:39:28,42.03,39.95,43.11,43.45,43.24
P3,2026-05-13,14:39:28,42.01,38.16,37.43,42.74,36.94
P1,2026-05-13,14:40:00,39.04,36.25,43.13,35.33,35.27
P2,2026-05-13,14:40:00,37.3,38.64,39.5,36.36,35.54
P3,2026-05-13,14:40:00,44.76,36.68,38.45,42.54,43.5
P1,2026-05-13,14:40:33,35.17,43.12,40.5,42.25,35.78
P2,2026-05-13,14:40:33,43.24,39.38,40.29,42.13,36.73
P3,2026-05-13,14:40:33,39.69,41.49,35.62,43.47,36.95
P1,2026-05-13,14:41:05,44.33,41.51,35.52,42.8,38.95
P2,2026-05-13,14:41:05,43.07,38.65,43.29,35.06,38.31
P3,2026-05-13,14:41:05,36.58,35.24,40.12,43.03,44.7
P1,2026-05-13,14:41:37,40.37,37.37,43.23,36.15,44.4
P2,2026-05-13,14:41:37,39.08,37.75,43.56,39.94,35.38
P3,2026-05-13,14:41:37,39.69,40.06,42.74,35.83,40.81
P1,2026-05-13,14:42:10,44.68,40.35,43.54,42.96,37.06
P2,2026-05-13,14:42:10,42.62,37.0,42.83,39.93,39.79
P3,2026-05-13,14:42:10,40.75,35.11,41.67,44.09,35.17
P1,2026-05-13,14:42:42,42.01,41.52,42.12,43.51,44.2
P2,2026-05-13,14:42:42,40.23,37.08,35.29,41.19,40.22
P3,2026-05-13,14:42:42,44.55,38.1,38.97,42.42,35.32
P1,2026-05-13,14:43:14,38.65,42.05,41.87,40.04,38.36
P2,2026-05-13,14:43:14,41.06,39.1,36.39,37.47,38.11
P3,2026-05-13,14:43:14,37.75,44.82,38.24,42.89,38.8
P1,2026-05-13,14:43:47,38.47,42.7,40.58,42.72,39.87
P2,2026-05-13,14:43:47,37.49,43.37,44.85,37.09,44.67
P3,2026-05-13,14:43:47,37.03,35.99,39.63,43.88,39.66
P1,2026-05-13,14:44:19,38.27,35.81,38.06,42.24,41.33
P2,2026-05-13,14:44:19,37.39,42.73,37.19,37.81,37.71
P3,2026-05-13,14:44:19,37.04,41.29,44.82,36.05,37.18
P1,2026-05-13,14:44:51,35.44,42.36,37.6,39.82,40.78
P2,2026-05-13,14:44:51,40.77,41.22,35.25,42.72,37.89
P3,2026-05-13,14:44:51,44.17,35.83,35.7,43.88,40.32
P1,2026-05-13,14:45:23,36.65,43.46,37.36,36.66,43.35
P2,2026-05-13,14:45:23,38.58,38.9,35.09,38.41,35.3
